# number	RA[deg]	dec[deg]	Vmagnitude
3178	121.178750	-61.163889	6.30
3179	121.668333	-44.733611	5.05
3180	122.148333	-1.016111	4.34
3181	122.237083	-10.660278	6.32
3182	122.181250	-19.636944	6.36
3183	122.613333	25.507222	5.73
3184	122.256667	-18.755000	4.40
3185	122.840000	38.731389	6.58
3186	122.368750	-15.751111	5.68
3187	122.156667	-36.318611	6.37
3188	122.277917	-29.677500	6.65
3189	126.137083	82.430833	6.32
3190	122.745000	14.629444	6.23
3191	122.292500	-34.545000	6.20
3192	123.459167	56.452222	5.85
3193	122.819167	9.821111	6.07
3194	122.665833	-12.200833	5.54
3195	122.290000	-47.315556	5.70
3196	122.399583	-43.877222	5.21
3197	122.448750	-41.359444	6.26
3198	122.372083	-46.654167	4.27
3199	122.383333	-46.663333	1.78
3200	123.052917	17.647778	5.63
3201	123.052917	17.647778	6.02
3202	123.055417	17.647778	6.20
3203	122.817917	-11.073056	4.72
3204	122.887500	-6.227500	5.36
3205	122.430000	-46.062500	5.23
3206	123.092083	14.003889	6.54
3207	123.287083	29.656667	5.64
3208	124.884167	75.756944	5.54
3209	122.102083	-62.198889	6.28
3210	122.390000	-55.914444	5.66
3211	122.756667	-36.707778	6.44
3212	122.252917	-60.697500	4.76
3213	123.960417	60.380556	6.45
3214	123.249167	16.514167	6.01
3215	121.982500	-67.382778	4.35
3216	123.423750	23.137778	6.56
3217	122.839583	-38.381389	4.45
3218	122.857917	-41.012778	4.75
3219	122.796250	-47.538056	5.82
3220	123.546250	17.675833	6.47
3221	123.333333	-14.211667	4.99
3222	123.191667	-28.089167	6.52
3223	123.587500	13.048333	6.38
3224	123.000000	-45.355833	5.76
3225	123.214583	-36.075556	6.43
3226	123.128750	-45.735833	6.03
3227	124.460000	59.571111	5.64
3228	125.167917	72.407222	5.98
3229	123.373333	-34.100278	4.78
3230	123.421250	-32.430833	6.37
3231	123.545833	-31.859167	6.06
3232	123.493333	-35.677500	5.08
3233	123.495000	-35.658889	6.11
3234	123.555000	-34.509444	5.78
3235	123.512083	-39.651944	4.44
3236	123.400833	-45.008056	5.13
3237	124.822083	62.507222	5.71
3238	124.565833	54.143611	6.27
3239	123.392083	-49.803889	5.51
3240	124.141250	11.726389	7.13
3241	124.128750	9.185556	3.52
3242	123.599583	-44.165556	5.83
3243	123.968750	-29.074167	6.21
3244	124.382083	8.866111	6.29
3245	123.995417	-34.097222	6.16
3246	125.108750	57.743333	5.89
3247	124.225833	-20.679722	6.60
3248	123.847083	-49.550556	6.44
3249	124.346250	-15.715000	6.16
3250	125.121250	53.574444	6.49
3251	124.599583	-11.368056	5.98
3252	123.816250	-61.084167	5.16
3253	124.492917	-29.996667	6.45
3254	125.016250	27.217778	5.14
3255	125.683750	60.631111	6.41
3256	125.087500	20.747778	5.83
3257	124.812917	-9.834167	6.32
3258	124.572500	-34.548333	5.58
3259	124.552500	-36.625833	6.70
3260	125.133750	24.022222	5.98
3261	124.957917	3.947778	6.05
3262	124.638750	-35.340556	4.45
3263	125.054583	0.909444	6.18
3264	125.071250	-4.670833	6.13
3265	124.872500	-33.409722	6.43
3266	124.482500	-58.833056	6.42
3267	125.708750	43.188056	4.25
3268	125.114167	-21.075278	6.13
3269	125.952083	53.219722	5.51
3270	125.334167	-0.397778	6.50
3271	125.338333	-19.920833	5.58
3272	124.578750	-64.386667	5.07
3273	125.477500	-16.413611	5.75
3274	125.345833	-32.945556	4.83
3275	125.337500	-35.515556	5.20
3276	125.840833	18.332222	5.95
3277	125.625833	-5.820833	6.15
3278	125.350833	-38.379167	6.16
3279	126.178333	42.005000	6.02
3280	125.725000	-6.456667	5.96
3281	125.695000	-12.945278	6.11
3282	125.980000	10.631944	6.08
3283	125.707917	-25.651944	5.90
3284	126.270417	35.011389	6.06
3285	125.300000	-56.026944	5.97
3286	125.631667	-47.509722	4.82
3287	126.151667	-3.283056	6.01
3288	125.821667	-37.714167	6.32
3289	126.145833	-2.248889	5.61
3290	125.282083	-63.893889	6.12
3291	126.457917	17.046111	6.14
3292	125.730000	-51.876111	5.85
3293	124.954167	-70.485000	5.37
3294	125.002917	-70.494722	5.65
3295	127.442500	67.297500	5.88
3296	126.615417	27.893611	5.57
3297	126.397917	2.102222	5.73
3298	126.478333	7.564444	5.13
3299	125.628333	-58.490278	1.86
3300	126.229583	-22.846389	5.68
3301	126.903333	45.653056	6.32
3302	126.695000	26.934444	6.32
3303	126.695833	26.935278	6.30
3304	126.665833	24.534167	7.02
3305	126.667083	24.535278	7.81
3306	126.415000	-2.093611	3.90
3307	126.265417	-23.953889	5.28
3308	126.329583	-20.954167	6.01
3309	126.414167	-16.560556	6.44
3310	124.631667	-75.080278	4.07
3311	126.682917	12.654444	5.50
3312	126.481667	-13.070278	5.98
3313	126.613333	-2.012500	5.59
3314	126.238333	-41.230556	5.98
3315	127.566250	60.718056	3.36
3316	126.674583	-11.465556	5.54
3317	126.821667	-5.590278	6.59
3318	126.466250	-41.846667	5.47
3319	126.573333	-38.940556	6.53
3320	126.575833	-38.939722	7.25
3321	127.153333	24.144722	6.10
3322	126.379167	-50.271944	5.17
3323	126.711667	-28.784722	6.73
3324	128.222500	69.320000	6.31
3325	127.155417	14.210833	5.95
3326	125.518333	-72.600000	5.29
3327	126.888750	-19.156111	6.56
3328	126.818333	-30.326944	6.33
3329	127.121667	-1.482778	6.39
3330	127.082083	-7.183889	6.43
3331	126.972917	-25.867500	6.62
3332	125.160417	-76.515556	4.35
3333	126.605000	-51.192500	6.05
3334	127.212083	-8.251667	6.00
3335	126.997083	-34.886111	5.75
3336	127.149583	-22.928333	6.51
3337	127.222083	-19.049722	6.67
3338	126.465000	-63.399167	5.97
3339	126.434167	-65.863056	3.77
3340	127.832917	37.265833	6.18
3341	126.864167	-54.988333	6.53
3342	126.902083	-52.911389	5.09
3343	128.139583	53.114722	6.24
3344	129.202917	74.723611	6.31
3345	127.365000	-26.667500	6.70
3346	128.650833	65.145000	5.47
3347	127.877083	24.081111	5.75
3348	127.281667	-43.839444	5.79
3349	127.898750	18.094444	5.35
3350	127.269583	-46.070833	5.33
3351	127.365000	-43.275000	4.99
3352	128.229167	38.016389	5.90
3353	127.977500	9.814444	6.83
3354	127.619167	-31.840556	5.65
3355	127.440000	-45.668056	5.99
3356	127.623333	-35.278889	6.69
3357	128.340833	36.436389	6.24
3358	128.177083	20.441111	5.33
3359	127.878750	-18.422500	5.42
3360	127.401250	-54.808889	6.36
3361	128.250417	24.084722	6.36
3362	126.820417	-69.906667	5.53
3363	127.663333	-43.262778	6.30
3364	128.166250	10.066111	6.46
3365	127.852500	-38.935833	6.31
3366	128.138750	-14.970556	6.38
3367	127.795000	-46.133333	6.39
3368	128.437917	13.257222	6.28
3369	128.682500	36.419444	5.78
3370	128.431250	4.756667	5.87
3371	129.927500	73.629722	6.15
3372	128.555417	8.451944	6.03
3373	128.270000	-23.393611	6.19
3374	127.873333	-53.605833	6.34
3375	128.506667	-1.848333	5.81
3376	128.214583	-30.499167	6.38
3377	128.244167	-33.366111	6.36
3378	128.020000	-52.787778	5.69
3379	128.830833	19.590000	6.58
3380	128.332917	-37.628889	6.49
3381	128.409583	-37.151111	5.96
3382	128.376667	-45.028889	6.24
3383	129.798750	65.020833	5.64
3384	128.853750	2.743611	6.33
3385	126.082500	-79.085833	5.69
3386	129.032083	15.313611	6.32
3387	128.962500	6.620000	5.99
3388	128.963750	6.622500	7.25
3389	128.632083	-31.401389	6.43
3390	128.867500	-6.017778	5.72
3391	128.622083	-36.388611	6.30
3392	129.592500	53.401389	5.66
3393	129.792500	59.939444	6.48
3394	128.870000	-25.156389	5.96
3395	130.053333	64.327778	4.60
3396	128.802500	-38.030000	6.47
3397	129.750000	52.925000	6.42
3398	129.274167	9.655556	5.88
3399	128.681667	-48.055833	5.01
3400	129.823333	52.711667	5.91
3401	129.579167	32.801944	5.94
3402	129.414167	5.703611	4.16
3403	129.362917	-3.066389	6.19
3404	129.521667	9.574722	6.53
3405	128.967083	-49.030000	5.80
3406	128.831667	-57.990833	4.86
3407	128.814167	-57.775000	5.26
3408	129.584583	-5.337500	6.51
3409	128.175833	-72.643333	6.12
3410	129.689167	3.341389	4.44
3411	129.373750	-32.254167	6.48
3412	129.467500	-25.745000	5.27
3413	129.332917	-39.852500	6.55
3414	130.254583	45.833889	5.37
3415	130.076250	31.941944	6.10
3416	129.852500	8.017222	6.45
3417	129.667917	-18.263056	6.33
3418	129.411250	-41.010833	4.14
3419	130.026667	20.007778	6.39
3420	130.092083	19.670000	6.44
3421	130.112500	19.545000	6.30
3422	129.783333	-21.338056	5.05
3423	130.006250	-11.524722	4.98
3424	129.328333	-61.146389	5.47
3425	129.927083	-28.438889	4.89
3426	129.842083	-35.393056	6.13
3427	129.687083	-52.909444	6.47
3428	130.750833	46.901111	6.22
3429	130.256667	-8.948056	6.63
3430	130.025833	-34.691667	3.97
3431	130.080417	-39.735833	5.20
3432	129.849167	-52.560278	5.48
3433	130.430417	-14.056667	4.88
3434	129.990000	-52.945000	5.19
3435	129.805000	-59.682778	6.36
3436	130.147083	-44.808611	5.71
3437	130.156667	-45.351111	3.84
3438	130.540833	-10.033889	6.45
3439	130.073333	-51.078056	3.62
3440	130.072500	-52.984722	5.61
3441	130.821250	21.468611	4.66
3442	130.801250	12.680833	5.64
3443	131.042083	36.918056	6.33
3444	130.304583	-46.683056	4.77
3445	130.272083	-47.077500	5.90
3446	130.806250	3.398611	4.30
3447	130.181667	-56.454722	6.34
3448	130.487083	-44.589167	5.23
3449	130.154167	-58.238889	4.33
3450	130.998750	4.334722	6.37
3451	130.918333	-6.766389	4.62
3452	129.771667	-69.613056	5.20
3453	131.171250	18.154167	3.94
3454	130.566667	-47.900833	5.51
3455	130.737500	-34.056667	6.42
3456	131.339167	30.697778	6.13
3457	131.187500	10.081667	5.66
3458	130.578750	-52.900000	5.52
3459	130.606250	-52.886111	4.86
3460	130.897917	-32.813611	3.68
3461	131.255417	5.680556	6.13
3462	132.205833	66.708056	6.20
3463	130.587083	-54.225833	6.29
3464	131.336667	-1.399167	6.41
3465	131.230000	-20.832222	6.11
3466	131.666667	28.765278	6.57
3467	131.674167	28.760000	4.02
3468	130.917917	-48.177222	5.16
3469	131.100000	-41.350833	4.07
3470	131.510417	-1.951111	5.70
3471	131.216250	-36.852778	5.76
3472	131.528750	-10.993611	6.25
3473	131.733333	12.110000	5.87
3474	131.694167	6.418889	3.38
3475	131.455417	-24.612500	6.10
3476	131.593750	-12.452222	4.32
3477	131.175833	-53.291667	1.96
3478	131.812500	-0.102778	5.29
3479	131.507083	-45.958333	3.91
3480	131.599167	-40.874444	6.21
3481	131.272083	-57.275000	6.21
3482	131.705000	-33.377222	6.37
3483	130.976250	-67.788333	6.32
3484	132.108333	5.837778	4.36
3485	132.020417	-5.441389	6.09
3486	131.627500	-44.087222	5.46
3487	131.125000	-64.174444	6.05
3488	131.828750	-45.844444	5.75
3489	131.918750	-40.262778	6.36
3490	131.677083	-55.230278	4.49
3491	132.634167	33.285278	6.25
3492	132.340417	-2.556944	5.31
3493	132.036667	-41.536111	6.43
3494	130.331250	-77.036667	5.47
3495	132.000833	-51.149444	6.30
3496	132.687917	18.832222	6.16
3497	133.344167	61.962222	5.73
3498	133.274583	59.056111	6.25
3499	132.437083	-20.951389	6.47
3500	132.986667	43.726667	5.15
3501	133.048333	45.312500	5.99
3502	132.756250	15.350556	6.38
3503	133.041667	42.002500	5.99
3504	132.464583	-31.219444	5.21
3505	132.509167	-28.536944	5.87
3506	132.413333	-39.679444	5.48
3507	132.590000	-27.381944	6.17
3508	132.468333	-38.858333	6.39
3509	132.632917	-26.290000	4.01
3510	133.144167	32.474167	5.66
3511	132.448750	-44.691944	4.93
3512	133.119167	28.259167	6.23
3513	133.149167	28.330833	5.95
3514	132.893750	-6.822778	5.54
3515	130.801667	-78.930278	6.05
3516	132.587500	-41.910000	6.00
3517	133.100833	5.340000	6.33
3518	132.639583	-45.470833	5.10
3519	133.482083	35.538333	6.14
3520	133.127917	-12.766389	6.13
3521	132.866250	-41.495556	6.55
3522	134.156250	64.603889	5.58
3523	133.561250	30.579444	5.39
3524	133.108750	-31.490833	6.50
3525	133.160833	-35.454444	6.42
3526	133.200000	-37.275833	5.82
3527	132.902500	-56.366389	5.59
3528	132.645000	-65.206944	5.35
3529	133.574583	-4.565556	6.00
3530	133.160833	-47.640833	5.91
3531	133.915417	27.927500	5.22
3532	133.845417	17.231389	6.64
3533	133.170000	-51.870833	6.39
3534	131.480000	-78.495556	5.79
3535	132.459583	-71.449167	6.11
3536	134.208333	45.631944	5.74
3537	134.127083	40.201667	5.89
3538	133.848333	5.945556	3.11
3539	133.461250	-39.552500	6.47
3540	133.265833	-55.350556	6.03
3541	133.981667	11.626111	5.41
3542	133.461250	-46.479167	5.33
3543	133.872917	-6.029722	6.91
3544	133.873333	-6.028889	6.67
3545	133.801667	-17.758611	5.75
3546	134.235833	32.910278	5.45
3547	133.881250	-26.318056	4.89
3548	134.153750	4.236667	6.14
3549	134.284167	17.143889	6.17
3550	133.982917	-22.181667	6.39
3551	133.452917	-59.645833	5.78
3552	134.312083	15.322778	5.20
3553	133.830417	-44.958333	6.26
3554	134.494583	30.233611	6.29
3555	134.142083	-15.290556	5.96
3556	134.396667	15.581389	5.67
3557	134.614583	35.802500	6.51
3558	134.425000	9.387778	6.19
3559	133.725000	-57.760000	6.38
3560	134.801667	48.041667	3.14
3561	133.799583	-53.034444	5.71
3562	133.761667	-59.355278	3.84
3563	134.621667	11.857778	4.25
3564	134.534167	1.541667	6.59
3565	134.080833	-51.276389	4.69
3566	134.885833	32.418611	5.20
3567	135.636250	67.629722	4.76
3568	134.795000	18.134722	6.38
3569	134.682917	-15.867222	5.86
3570	135.160000	41.782778	3.97
3571	135.128333	37.604444	6.44
3572	138.838333	84.181111	6.33
3573	134.243333	-58.770556	4.92
3574	134.482500	-47.426667	5.87
3575	134.916250	-18.791944	6.18
3576	134.815417	-27.193889	6.25
3577	135.419167	39.713333	6.36
3578	135.350417	32.252500	5.82
3579	134.717917	-46.765278	5.18
3580	135.453750	27.902778	6.07
3581	135.380833	5.640833	6.07
3582	135.022500	-40.746111	4.45
3583	136.001667	54.283889	5.75
3584	135.092500	-42.826667	6.07
3585	135.906250	47.156667	3.60
3586	135.684583	24.452778	5.45
3587	135.491667	0.482778	5.67
3588	135.297500	-25.336111	6.20
3589	134.850417	-58.916389	5.16
3590	135.686667	7.298056	5.85
3591	135.336667	-40.135556	5.55
3592	136.041250	27.898333	6.38
3593	135.526667	-38.597500	6.27
3594	136.350417	48.530278	5.95
3595	135.190417	-59.036111	5.79
3596	135.435833	-51.811667	5.23
3597	136.230000	32.376944	6.46
3598	135.786667	-24.495556	6.74
3599	136.679583	59.344444	6.45
3600	137.098333	66.873333	5.14
3601	135.285417	-67.316111	5.88
3602	135.771667	-52.450278	6.40
3603	136.632500	38.452222	4.56
3604	136.493333	5.092222	4.97
3605	136.038750	-46.902222	3.75
3606	135.611667	-65.603889	4.00
3607	137.596667	67.134722	4.80
3608	136.862083	22.981111	6.40
3609	136.749583	1.462778	6.17
3610	137.217917	51.604722	4.48
3611	137.017083	32.540556	6.50
3612	137.000417	29.654167	5.43
3613	136.200000	-56.147500	6.44
3614	136.936667	10.668056	5.24
3615	137.729583	63.513611	4.67
3616	137.212917	33.882222	5.93
3617	137.197083	26.629167	5.98
3618	137.339583	22.045556	5.14
3619	137.012083	-24.141667	4.58
3620	136.641667	-54.196667	6.11
3621	137.175833	-7.410556	5.60
3622	136.811250	-50.788056	6.73
3623	136.531667	-63.500278	6.37
3624	138.513333	71.655833	6.55
3625	136.999167	-42.567500	2.21
3626	137.443333	11.564444	6.48
3627	137.297917	-11.642222	5.77
3628	137.181250	-25.232222	6.15
3629	137.267917	-17.671389	5.73
3630	137.661250	30.963056	5.95
3631	137.587083	21.996389	6.01
3632	137.397917	-7.212222	5.46
3633	136.409583	-69.461111	4.71
3634	136.286667	-71.397222	4.48
3635	137.485000	-29.634722	5.59
3636	138.969167	72.946111	5.96
3637	137.595833	-22.823333	6.53
3638	137.437917	-48.575278	6.48
3639	138.585833	61.423333	5.13
3640	137.981667	5.468333	6.35
3641	138.073333	14.996111	6.51
3642	138.053750	3.867222	6.14
3643	138.450833	43.217778	5.32
3644	137.994583	-18.252222	5.73
3645	137.768333	-43.131944	5.00
3646	138.108333	-6.890278	6.11
3647	137.920833	-38.741111	6.00
3648	138.405417	21.283333	6.48
3649	137.888333	-45.416111	5.79
3650	137.741667	-57.033056	3.44
3651	138.957917	56.741389	5.27
3652	138.127500	-42.386389	5.57
3653	139.047083	54.021944	4.83
3654	137.819167	-61.682778	3.97
3655	138.809583	34.633611	5.97
3656	138.591250	2.314167	3.88
3657	139.982500	74.016389	6.50
3658	138.357917	-37.383611	6.31
3659	138.327500	-41.726389	6.29
3660	138.807500	14.941389	5.34
3661	138.393750	-46.661389	5.92
3662	138.534167	-43.854167	5.85
3663	138.231667	-58.585556	5.54
3664	138.602083	-42.772500	5.25
3665	138.853750	-14.975278	6.35
3666	139.380000	46.817222	5.97
3667	138.738333	-36.397500	5.86
3668	134.171250	-84.336944	5.42
3669	138.575000	-54.430278	5.27
3670	138.810833	-44.444444	6.25
3671	139.173750	-5.646944	5.24
3672	138.902917	-37.430000	4.94
3673	139.172083	-7.255278	5.47
3674	138.937917	-36.586667	4.62
3675	138.300000	-68.282778	1.68
3676	139.608333	35.364167	5.75
3677	139.281250	-13.426389	5.84
3678	139.017500	-43.101389	6.04
3679	139.464167	11.501111	6.41
3680	139.711250	36.802500	3.82
3681	138.822917	-57.611389	6.02
3682	139.096250	-43.734167	5.12
3683	138.895833	-56.421944	6.32
3684	139.238333	-38.598611	5.33
3685	138.051250	-75.336944	6.14
3686	139.050833	-56.458611	4.34
3687	140.182500	51.266111	6.13
3688	140.430417	56.699167	5.47
3689	139.272500	-58.724722	2.25
3690	139.426250	-53.504722	6.33
3691	140.247083	38.188333	6.12
3692	139.890417	-10.685833	6.62
3693	139.524167	-50.948889	5.26
3694	139.888333	-14.165556	5.78
3695	140.263750	34.392500	3.13
3696	139.943333	-10.025000	4.79
3697	140.363333	32.901944	6.16
3698	139.675833	-50.439444	5.87
3699	140.120833	-8.444167	4.80
3700	139.949583	-33.896667	6.39
3701	140.314167	15.371111	6.53
3702	139.321667	-67.310556	5.39
3703	139.465417	-66.949167	6.11
3704	140.231250	-14.382222	6.33
3705	140.184167	-30.239444	6.82
3706	140.123333	-36.418611	6.05
3707	139.885833	-54.813333	6.28
3708	140.373333	-24.034444	4.72
3709	141.965000	75.098333	6.29
3710	139.355833	-73.105556	5.29
3711	139.364167	-73.265278	5.86
3712	141.434167	63.940833	6.28
3713	140.882500	25.183056	6.41
3714	140.712083	-8.161111	6.53
3715	141.232083	51.573889	6.31
3716	140.462083	-41.805000	5.58
3717	141.093750	36.586944	6.67
3718	140.236667	-61.595278	4.81
3719	140.652917	-38.225278	6.54
3720	140.600000	-45.952500	5.75
3721	141.163750	26.182222	4.46
3722	140.458333	-54.485000	5.63
3723	140.801250	-27.166111	4.69
3724	140.528333	-54.989167	2.50
3725	140.936667	-36.242778	6.48
3726	141.385417	16.585556	6.29
3727	141.067917	-38.574167	6.06
3728	141.350000	-4.882500	5.59
3729	140.997917	-50.262778	6.08
3730	140.864167	-59.697500	6.30
3731	141.592917	-0.536111	6.01
3732	141.023750	-60.351111	5.99
3733	142.166667	45.601389	5.41
3734	141.810833	-8.776389	6.54
3735	141.686667	-27.212500	6.10
3736	141.618750	-39.498056	6.20
3737	142.448333	55.745556	6.45
3738	141.896667	-7.341389	1.98
3739	141.826667	-21.656111	4.69
3740	141.945000	-5.928889	5.38
3741	144.271667	81.326389	4.29
3742	141.362917	-60.049722	5.77
3743	141.575417	-52.620833	5.11
3744	142.114583	9.056667	5.41
3745	142.121667	8.188333	5.71
3746	141.910000	-34.992222	6.65
3747	142.882083	63.061944	3.67
3748	142.259167	-0.743056	6.27
3749	142.287083	-1.231111	4.60
3750	142.352083	-1.794722	6.14
3751	141.684167	-63.070278	6.05
3752	142.385000	-3.752778	6.26
3753	142.302500	-19.251389	5.66
3754	142.680000	33.655556	5.85
3755	142.311250	-34.048611	4.51
3756	142.317917	-37.596111	6.19
3757	142.457917	-22.654722	6.24
3758	143.723333	72.205556	5.72
3759	142.885000	35.103056	5.37
3760	142.477083	-25.410278	5.48
3761	143.620417	69.830278	4.56
3762	142.594167	-14.422778	5.85
3763	142.930000	22.968056	4.31
3764	144.028333	74.317778	6.46
3765	143.214167	51.677222	3.17
3766	142.195833	-61.726944	5.92
3767	141.776667	-70.397778	5.47
3768	143.280000	49.438611	6.76
3769	142.990000	9.715833	5.07
3770	142.689167	-30.108611	7.00
3771	142.692083	-30.110556	6.18
3772	142.986250	11.299722	4.97
3773	142.127500	-65.298056	5.91
3774	142.521667	-50.482778	5.45
3775	142.912083	-9.447778	6.14
3776	142.675000	-39.533333	3.60
3777	142.995417	-0.815000	4.57
3778	142.982500	-9.629444	6.13
3779	142.884167	-30.128056	5.93
3780	142.887083	-34.285000	5.87
3781	143.376250	36.486944	6.18
3782	143.326250	28.368056	6.53
3783	142.597500	-57.638333	5.88
3784	143.172500	1.864167	6.11
3785	141.037917	-79.213056	5.36
3786	143.085000	-18.599722	5.74
3787	143.581667	46.902222	6.52
3788	143.077083	-27.371944	6.46
3789	143.706250	52.051389	4.50
3790	143.555833	36.397500	4.55
3791	143.258750	-7.494722	6.12
3792	143.232500	-12.483056	5.94
3793	142.805417	-56.965556	3.13
3794	143.496250	23.453889	6.25
3795	143.333750	-6.810000	6.24
3796	144.484167	73.080556	6.42
3797	143.080417	-39.350556	5.35
3798	143.302083	-20.884167	5.01
3799	143.765833	39.621389	4.81
3800	143.359167	-21.136111	5.91
3801	143.843333	39.963333	6.76
3802	143.282500	-38.871111	6.43
3803	142.887083	-65.280556	6.27
3804	143.636250	-4.085000	5.56
3805	143.915000	35.810278	5.41
3806	143.060833	-61.211111	6.10
3807	143.435417	-48.995000	5.12
3808	143.970417	14.379722	6.36
3809	143.536667	-50.744722	5.01
3810	144.178750	31.161667	5.56
3811	142.901250	-72.919167	5.47
3812	143.890417	-18.416389	6.31
3813	143.799167	-34.176111	6.49
3814	144.866250	67.272222	5.94
3815	143.611250	-58.770556	4.08
3816	144.260833	16.437778	5.69
3817	144.302917	6.835833	5.00
